Dystans do przejścia: 20, dlugosc kroku: 2.3
4612:(x,y)=(13.8447,2.77369)
4613:(x,y)=(14.1198,2.57385)
4614:(x,y)=(14.3721,2.80173)
4615:(x,y)=(14.7118,2.7867)
4616:(x,y)=(14.8111,3.11187)
4617:(x,y)=(15.1492,3.14791)
4618:(x,y)=(15.4748,3.05004)
4619:(x,y)=(15.7882,2.91819)
4620:(x,y)=(15.8554,3.25147)
4621:(x,y)=(16.1954,3.24847)
4622:(x,y)=(16.2478,2.91254)
4623:(x,y)=(15.9322,2.78626)
4624:(x,y)=(15.9935,3.12068)
4625:(x,y)=(16.3301,3.07271)
4626:(x,y)=(16.4032,3.40475)
4627:(x,y)=(16.1071,3.23779)
4628:(x,y)=(15.7714,3.18386)
4629:(x,y)=(15.4343,3.13885)
4630:(x,y)=(15.0991,3.19574)
4631:(x,y)=(15.3724,3.39802)
4632:(x,y)=(15.5878,3.66114)
4633:(x,y)=(15.3256,3.87763)
4634:(x,y)=(15.2091,4.19707)
4635:(x,y)=(14.8705,4.22711)
4636:(x,y)=(15.1802,4.36724)
4637:(x,y)=(15.268,4.03877)
4638:(x,y)=(14.9827,3.8538)
4639:(x,y)=(15.151,4.14925)
4640:(x,y)=(14.9451,4.41982)
4641:(x,y)=(14.6262,4.53767)
4642:(x,y)=(14.8368,4.80457)
4643:(x,y)=(14.519,4.68389)
4644:(x,y)=(14.2834,4.92904)
4645:(x,y)=(14.2458,4.59112)
4646:(x,y)=(14.1993,4.92792)
4647:(x,y)=(14.1978,4.58793)
4648:(x,y)=(13.8987,4.42624)
4649:(x,y)=(14.0748,4.13537)
4650:(x,y)=(13.7424,4.06369)
4651:(x,y)=(13.7439,3.7237)
4652:(x,y)=(13.5577,4.00816)
4653:(x,y)=(13.2531,3.85716)
4654:(x,y)=(13.555,3.7008)
4655:(x,y)=(13.8635,3.84366)
4656:(x,y)=(13.549,3.97273)
4657:(x,y)=(13.7846,4.21789)
4658:(x,y)=(14.0956,4.08051)
4659:(x,y)=(14.3918,3.91357)
4660:(x,y)=(14.0531,3.94361)
4661:(x,y)=(14.3787,3.84573)
4662:(x,y)=(14.0484,3.9262)
4663:(x,y)=(14.3883,3.9232)
4664:(x,y)=(14.0998,4.10309)
4665:(x,y)=(13.7617,4.13912)
4666:(x,y)=(13.4276,4.20194)
4667:(x,y)=(13.4201,3.86202)
4668:(x,y)=(13.1698,3.63192)
4669:(x,y)=(13.5084,3.66198)
4670:(x,y)=(13.2388,3.86905)
4671:(x,y)=(13.1774,4.20347)
4672:(x,y)=(13.1639,3.86374)
4673:(x,y)=(12.8241,3.87576)
4674:(x,y)=(12.4994,3.97652)
4675:(x,y)=(12.5784,4.30721)
4676:(x,y)=(12.7621,4.59331)
4677:(x,y)=(12.5734,4.31051)
4678:(x,y)=(12.3699,4.03811)
4679:(x,y)=(12.6584,4.21801)
4680:(x,y)=(12.6869,4.55681)
4681:(x,y)=(12.3478,4.58086)
4682:(x,y)=(12.415,4.91414)
4683:(x,y)=(12.4704,5.24959)
4684:(x,y)=(12.7666,5.08265)
4685:(x,y)=(13.0977,5.00511)
4686:(x,y)=(12.7596,5.04114)
4687:(x,y)=(12.6019,5.34236)
4688:(x,y)=(12.3536,5.57466)
4689:(x,y)=(12.5322,5.86397)
4690:(x,y)=(12.6926,5.56416)
4691:(x,y)=(12.9193,5.81751)
4692:(x,y)=(12.5929,5.72249)
4693:(x,y)=(12.6453,5.38656)
4694:(x,y)=(12.4984,5.69317)
4695:(x,y)=(12.1703,5.60395)
4696:(x,y)=(12.0316,5.91435)
4697:(x,y)=(12.0691,5.57643)
4698:(x,y)=(11.7581,5.43905)
4699:(x,y)=(11.4264,5.51365)
4700:(x,y)=(11.7409,5.64273)
4701:(x,y)=(11.402,5.61567)
4702:(x,y)=(11.1775,5.36033)
4703:(x,y)=(11.4835,5.50863)
4704:(x,y)=(11.8002,5.63211)
4705:(x,y)=(12.0132,5.3671)
4706:(x,y)=(12.1815,5.66255)
4707:(x,y)=(11.8473,5.72537)
4708:(x,y)=(12.1152,5.51591)
4709:(x,y)=(11.7752,5.52192)
4710:(x,y)=(11.8038,5.86072)
4711:(x,y)=(11.9174,5.54027)
4712:(x,y)=(12.2573,5.53125)
4713:(x,y)=(12.5288,5.32657)
4714:(x,y)=(12.751,5.58389)
4715:(x,y)=(12.9663,5.84701)
4716:(x,y)=(13.2449,5.65207)
4717:(x,y)=(13.0159,5.40074)
4718:(x,y)=(13.3548,5.37369)
4719:(x,y)=(13.6786,5.27007)
4720:(x,y)=(13.8845,5.54065)
4721:(x,y)=(14.0233,5.85105)
4722:(x,y)=(13.6922,5.7735)
4723:(x,y)=(13.9278,6.01866)
4724:(x,y)=(14.1781,5.78857)
4725:(x,y)=(13.839,5.81261)
4726:(x,y)=(14.1395,5.97165)
4727:(x,y)=(13.8735,6.18346)
4728:(x,y)=(14.1869,6.05162)
4729:(x,y)=(13.9624,5.79627)
4730:(x,y)=(14.2758,5.66443)
4731:(x,y)=(14.2413,6.00267)
4732:(x,y)=(14.0259,6.26579)
4733:(x,y)=(14.3601,6.32861)
4734:(x,y)=(14.0815,6.13366)
4735:(x,y)=(14.1693,5.80518)
4736:(x,y)=(14.2454,5.47381)
4737:(x,y)=(13.9381,5.32822)
4738:(x,y)=(13.7047,5.08099)
4739:(x,y)=(13.9467,4.84218)
4740:(x,y)=(14.0432,4.51614)
4741:(x,y)=(14.1928,4.21085)
4742:(x,y)=(13.8605,4.13917)
4743:(x,y)=(13.7328,4.45429)
4744:(x,y)=(13.4118,4.56647)
4745:(x,y)=(13.2488,4.86485)
4746:(x,y)=(13.584,4.92175)
4747:(x,y)=(13.8555,4.71707)
4748:(x,y)=(14.1754,4.60205)
4749:(x,y)=(14.4153,4.843)
4750:(x,y)=(14.2766,5.15339)
4751:(x,y)=(14.6165,5.14438)
4752:(x,y)=(14.7042,4.8159)
4753:(x,y)=(14.9879,5.00338)
4754:(x,y)=(14.7219,5.2152)
4755:(x,y)=(14.3862,5.16127)
4756:(x,y)=(14.0488,5.20328)
4757:(x,y)=(14.3586,5.34341)
4758:(x,y)=(14.0191,5.36145)
4759:(x,y)=(14.3494,5.44193)
4760:(x,y)=(14.1411,5.17318)
4761:(x,y)=(14.2318,5.50087)
4762:(x,y)=(14.5713,5.51892)
4763:(x,y)=(14.8786,5.37335)
4764:(x,y)=(14.8172,5.70777)
4765:(x,y)=(14.505,5.84238)
4766:(x,y)=(14.7533,6.07469)
4767:(x,y)=(15.0863,6.14342)
4768:(x,y)=(15.4228,6.19141)
4769:(x,y)=(15.7622,6.17037)
4770:(x,y)=(16.0801,6.0497)
4771:(x,y)=(16.1678,5.72122)
4772:(x,y)=(15.8422,5.62333)
4773:(x,y)=(15.5105,5.69794)
4774:(x,y)=(15.3609,5.39264)
4775:(x,y)=(15.2936,5.72592)
4776:(x,y)=(15.4405,6.03253)
4777:(x,y)=(15.6464,6.30311)
4778:(x,y)=(15.4502,6.58081)
4779:(x,y)=(15.3115,6.8912)
4780:(x,y)=(15.5314,7.15047)
4781:(x,y)=(15.7514,7.40974)
4782:(x,y)=(15.4285,7.51623)
4783:(x,y)=(15.1047,7.41259)
4784:(x,y)=(14.7809,7.30896)
4785:(x,y)=(14.6394,7.61812)
4786:(x,y)=(14.6859,7.95493)
4787:(x,y)=(14.6513,8.29317)
4788:(x,y)=(14.9802,8.37948)
4789:(x,y)=(14.6901,8.20214)
4790:(x,y)=(14.896,8.47272)
4791:(x,y)=(14.6319,8.25855)
4792:(x,y)=(14.5854,8.59536)
4793:(x,y)=(14.5064,8.92605)
4794:(x,y)=(14.7917,8.74109)
4795:(x,y)=(14.5295,8.95758)
4796:(x,y)=(14.5069,9.29683)
4797:(x,y)=(14.5085,8.95683)
4798:(x,y)=(14.459,9.29322)
4799:(x,y)=(14.1422,9.41669)
4800:(x,y)=(13.83,9.55131)
4801:(x,y)=(13.4938,9.60226)
4802:(x,y)=(13.184,9.74238)
4803:(x,y)=(13.1976,9.40265)
4804:(x,y)=(12.9107,9.2202)
4805:(x,y)=(12.5878,9.32669)
4806:(x,y)=(12.32,9.11723)
4807:(x,y)=(12.0209,8.95554)
4808:(x,y)=(12.0494,9.29434)
4809:(x,y)=(11.7147,9.23448)
4810:(x,y)=(11.9788,9.02031)
4811:(x,y)=(11.6478,8.94277)
4812:(x,y)=(11.3094,8.90972)
4813:(x,y)=(11.649,8.89468)
4814:(x,y)=(11.3418,8.7491)
4815:(x,y)=(11.0835,8.9702)
4816:(x,y)=(11.0251,8.63525)
4817:(x,y)=(10.8265,8.3593)
4818:(x,y)=(11.1631,8.31133)
4819:(x,y)=(11.4955,8.23966)
4820:(x,y)=(11.5419,8.57647)
4821:(x,y)=(11.5944,8.24054)
4822:(x,y)=(11.3012,8.06836)
4823:(x,y)=(10.9671,8.13118)
4824:(x,y)=(10.9806,7.79145)
4825:(x,y)=(10.7223,8.01255)
4826:(x,y)=(10.6848,7.67462)
4827:(x,y)=(10.3458,7.64757)
4828:(x,y)=(10.2465,7.97273)
4829:(x,y)=(10.4148,8.26818)
4830:(x,y)=(10.7522,8.31021)
4831:(x,y)=(10.8194,8.64349)
4832:(x,y)=(11.018,8.36755)
4833:(x,y)=(11.3291,8.23017)
4834:(x,y)=(11.253,7.89879)
4835:(x,y)=(11.09,8.19717)
4836:(x,y)=(11.0316,7.86222)
4837:(x,y)=(11.3389,7.71664)
4838:(x,y)=(11.6567,7.59597)
4839:(x,y)=(11.9627,7.74427)
4840:(x,y)=(12.0211,7.40932)
4841:(x,y)=(12.2433,7.15201)
4842:(x,y)=(12.401,7.45323)
4843:(x,y)=(12.2846,7.77267)
4844:(x,y)=(12.4066,8.09)
4845:(x,y)=(12.6903,8.27748)
4846:(x,y)=(12.8585,8.57293)
4847:(x,y)=(12.7143,8.26503)
4848:(x,y)=(12.458,8.4884)
4849:(x,y)=(12.1743,8.67588)
4850:(x,y)=(12.4854,8.5385)
4851:(x,y)=(12.2795,8.80908)
4852:(x,y)=(12.0808,8.53313)
4853:(x,y)=(11.7428,8.56916)
4854:(x,y)=(11.9438,8.84334)
4855:(x,y)=(12.2511,8.69777)
4856:(x,y)=(12.591,8.68875)
4857:(x,y)=(12.6845,8.36188)
4858:(x,y)=(12.396,8.54177)
4859:(x,y)=(12.1437,8.76964)
4860:(x,y)=(12.3423,8.4937)
4861:(x,y)=(12.3558,8.15397)
4862:(x,y)=(12.1597,8.43166)
4863:(x,y)=(12.4949,8.48856)
4864:(x,y)=(12.6418,8.79517)
4865:(x,y)=(12.3162,8.69728)
4866:(x,y)=(12.6551,8.67024)
4867:(x,y)=(12.3715,8.85771)
4868:(x,y)=(12.275,8.53168)
4869:(x,y)=(12.6128,8.49265)
4870:(x,y)=(12.7543,8.18349)
4871:(x,y)=(12.4186,8.12956)
4872:(x,y)=(12.7022,8.31705)
4873:(x,y)=(12.8327,8.00307)
4874:(x,y)=(12.7478,8.33232)
4875:(x,y)=(12.7103,7.99439)
4876:(x,y)=(12.7479,7.65647)
4877:(x,y)=(12.8092,7.99089)
4878:(x,y)=(12.5175,8.16565)
4879:(x,y)=(12.5491,7.82711)
4880:(x,y)=(12.8034,7.60149)
4881:(x,y)=(13.0302,7.85483)
4882:(x,y)=(13.0287,7.51484)
4883:(x,y)=(12.818,7.78172)
4884:(x,y)=(13.1326,7.9108)
4885:(x,y)=(13.2057,8.24284)
4886:(x,y)=(13.27,7.90898)
4887:(x,y)=(13.0079,8.12547)
4888:(x,y)=(13.0633,8.46092)
4889:(x,y)=(12.8069,8.68429)
4890:(x,y)=(12.6361,8.39034)
4891:(x,y)=(12.8864,8.16025)
4892:(x,y)=(12.8879,7.82025)
4893:(x,y)=(12.8118,7.48887)
4894:(x,y)=(13.1488,7.44387)
4895:(x,y)=(13.1654,7.78347)
4896:(x,y)=(13.4726,7.63789)
4897:(x,y)=(13.4771,7.97786)
4898:(x,y)=(13.8165,7.95682)
4899:(x,y)=(13.4869,7.87343)
4900:(x,y)=(13.1892,8.03775)
4901:(x,y)=(12.8582,7.9602)
4902:(x,y)=(12.5762,7.77021)
4903:(x,y)=(12.9146,7.73717)
4904:(x,y)=(12.6946,7.99643)
4905:(x,y)=(12.4656,7.7451)
4906:(x,y)=(12.2322,7.49787)
4907:(x,y)=(12.3515,7.17947)
4908:(x,y)=(12.6902,7.20953)
4909:(x,y)=(12.5709,6.89113)
4910:(x,y)=(12.7744,6.61875)
4911:(x,y)=(12.4545,6.50371)
4912:(x,y)=(12.6014,6.81033)
4913:(x,y)=(12.368,6.56309)
4914:(x,y)=(12.4616,6.23622)
4915:(x,y)=(12.3395,6.55354)
4916:(x,y)=(12.0029,6.60152)
4917:(x,y)=(12.302,6.43985)
4918:(x,y)=(12.4213,6.12145)
4919:(x,y)=(12.532,6.4429)
4920:(x,y)=(12.4241,6.12048)
4921:(x,y)=(12.0976,6.02547)
4922:(x,y)=(12.3459,6.25778)
4923:(x,y)=(12.6833,6.29981)
4924:(x,y)=(12.5528,5.98583)
4925:(x,y)=(12.5543,5.64583)
4926:(x,y)=(12.8603,5.79413)
4927:(x,y)=(13.196,5.74021)
4928:(x,y)=(13.5128,5.8637)
4929:(x,y)=(13.2974,6.12681)
4930:(x,y)=(12.9574,6.1268)
4931:(x,y)=(13.2475,5.94948)
4932:(x,y)=(12.9091,5.91642)
4933:(x,y)=(12.9257,6.25602)
4934:(x,y)=(12.8822,5.91882)
4935:(x,y)=(12.9287,6.25562)
4936:(x,y)=(13.1321,5.98324)
4937:(x,y)=(13.2951,6.28162)
4938:(x,y)=(13.5592,6.06746)
4939:(x,y)=(13.8509,6.24222)
4940:(x,y)=(13.726,5.92598)
4941:(x,y)=(13.8675,6.23515)
4942:(x,y)=(13.8061,6.56957)
4943:(x,y)=(14.1207,6.69864)
4944:(x,y)=(14.1701,7.03503)
4945:(x,y)=(14.5018,7.10964)
4946:(x,y)=(14.6805,7.39895)
4947:(x,y)=(14.8717,7.68008)
4948:(x,y)=(14.5949,7.87747)
4949:(x,y)=(14.4672,8.19259)
4950:(x,y)=(14.6141,8.4992)
4951:(x,y)=(14.4254,8.21639)
4952:(x,y)=(14.5558,7.90242)
4953:(x,y)=(14.8475,8.07718)
4954:(x,y)=(15.1845,8.03218)
4955:(x,y)=(15.1619,8.37143)
4956:(x,y)=(15.1334,8.71023)
4957:(x,y)=(15.47,8.66226)
4958:(x,y)=(15.7616,8.83702)
4959:(x,y)=(15.5033,9.05812)
4960:(x,y)=(15.7187,9.32124)
4961:(x,y)=(15.9024,9.60734)
4962:(x,y)=(15.9843,9.27736)
4963:(x,y)=(15.73,9.05173)
4964:(x,y)=(15.488,8.81291)
4965:(x,y)=(15.7594,8.60823)
4966:(x,y)=(15.8927,8.92104)
4967:(x,y)=(15.709,9.20713)
4968:(x,y)=(15.6804,9.54593)
4969:(x,y)=(15.3758,9.39493)
4970:(x,y)=(15.6379,9.61143)
4971:(x,y)=(15.9763,9.57839)
4972:(x,y)=(15.9239,9.24246)
4973:(x,y)=(15.6777,9.00796)
4974:(x,y)=(15.3496,8.91874)
4975:(x,y)=(15.0179,8.99335)
4976:(x,y)=(14.8096,8.7246)
4977:(x,y)=(15.1385,8.81091)
4978:(x,y)=(15.0566,8.48093)
4979:(x,y)=(15.2696,8.21592)
4980:(x,y)=(15.583,8.08407)
4981:(x,y)=(15.923,8.08107)
4982:(x,y)=(16.002,8.41177)
4983:(x,y)=(15.7014,8.57079)
4984:(x,y)=(15.3776,8.46716)
4985:(x,y)=(15.3461,8.12862)
4986:(x,y)=(15.4222,7.79724)
4987:(x,y)=(15.2068,8.06036)
4988:(x,y)=(15.4222,8.32348)
4989:(x,y)=(15.2284,8.04406)
4990:(x,y)=(15.3364,7.72164)
4991:(x,y)=(15.103,7.47441)
4992:(x,y)=(14.7801,7.5809)
4993:(x,y)=(14.9663,7.86536)
4994:(x,y)=(15.2696,8.01905)
4995:(x,y)=(15.6091,8.0371)
4996:(x,y)=(15.8614,8.26498)
4997:(x,y)=(15.7118,7.95968)
4998:(x,y)=(15.5281,8.24577)
4999:(x,y)=(15.7067,8.53508)
5000:(x,y)=(15.4198,8.35264)
5001:(x,y)=(15.5828,8.65102)
5002:(x,y)=(15.779,8.92872)
5003:(x,y)=(15.7176,9.26314)
5004:(x,y)=(15.5117,9.53371)
5005:(x,y)=(15.6668,9.23111)
5006:(x,y)=(15.9813,9.36019)
5007:(x,y)=(15.6435,9.32115)
5008:(x,y)=(15.3037,9.31212)
5009:(x,y)=(15.6275,9.2085)
5010:(x,y)=(15.5311,8.88246)
5011:(x,y)=(15.7321,9.15664)
5012:(x,y)=(15.9233,9.43777)
5013:(x,y)=(15.6751,9.67007)
5014:(x,y)=(15.9885,9.53823)
5015:(x,y)=(15.7302,9.75932)
5016:(x,y)=(16.0436,9.62748)
5017:(x,y)=(15.7795,9.41331)
5018:(x,y)=(15.8438,9.07944)
5019:(x,y)=(16.03,9.36391)
5020:(x,y)=(15.7144,9.23763)
5021:(x,y)=(15.7787,8.90376)
5022:(x,y)=(15.7173,9.23818)
5023:(x,y)=(15.414,9.39186)
5024:(x,y)=(15.338,9.06048)
5025:(x,y)=(15.1157,8.80317)
5026:(x,y)=(14.8035,8.93778)
5027:(x,y)=(15.1422,8.96784)
5028:(x,y)=(15.1136,9.30664)
5029:(x,y)=(15.2072,8.97976)
5030:(x,y)=(15.4406,8.73254)
5031:(x,y)=(15.5283,8.40406)
5032:(x,y)=(15.4464,8.07408)
5033:(x,y)=(15.7864,8.07108)
5034:(x,y)=(15.6129,8.3635)
5035:(x,y)=(15.8485,8.60866)
5036:(x,y)=(16.0373,8.32585)
5037:(x,y)=(16.1221,8.6551)
5038:(x,y)=(16.1386,8.99469)
5039:(x,y)=(16.4596,9.10689)
5040:(x,y)=(16.4851,8.76785)
5041:(x,y)=(16.5873,8.44358)
5042:(x,y)=(16.786,8.16763)
5043:(x,y)=(16.8145,8.50643)
5044:(x,y)=(17.1511,8.55442)
5045:(x,y)=(16.8595,8.72918)
5046:(x,y)=(17.1216,8.94567)
5047:(x,y)=(16.8284,8.7735)
5048:(x,y)=(16.5212,8.62792)
5049:(x,y)=(16.4161,8.95128)
5050:(x,y)=(16.7108,9.12085)
5051:(x,y)=(17.0025,9.29561)
5052:(x,y)=(17.0519,9.63199)
5053:(x,y)=(17.3914,9.65004)
5054:(x,y)=(17.6934,9.49368)
5055:(x,y)=(17.6768,9.83328)
5056:(x,y)=(17.3421,9.77342)
5057:(x,y)=(17.671,9.85972)
5058:(x,y)=(17.5461,9.54349)
5059:(x,y)=(17.6104,9.20963)
5060:(x,y)=(17.3251,9.02466)
5061:(x,y)=(17.4302,9.34802)
5062:(x,y)=(17.7654,9.40492)
5063:(x,y)=(17.6575,9.0825)
5064:(x,y)=(17.8125,8.7799)
5065:(x,y)=(17.4778,8.72004)
5066:(x,y)=(17.1569,8.83222)
5067:(x,y)=(16.9065,8.60212)
5068:(x,y)=(16.6463,8.38331)
5069:(x,y)=(16.9026,8.60669)
5070:(x,y)=(17.1037,8.88087)
5071:(x,y)=(17.2452,8.57171)
5072:(x,y)=(17.2737,8.91051)
5073:(x,y)=(17.0382,9.15566)
5074:(x,y)=(17.3387,9.3147)
5075:(x,y)=(17.3462,8.97478)
5076:(x,y)=(17.0429,9.12846)
5077:(x,y)=(17.371,9.03925)
5078:(x,y)=(17.6332,9.25575)
5079:(x,y)=(17.9046,9.05107)
5080:(x,y)=(17.9541,9.38746)
5081:(x,y)=(17.8634,9.71514)
5082:(x,y)=(18.1033,9.95609)
5083:(x,y)=(17.9171,10.2406)
5084:(x,y)=(17.6014,10.1143)
5085:(x,y)=(17.264,10.1563)
5086:(x,y)=(17.5819,10.0356)
5087:(x,y)=(17.3551,10.289)
5088:(x,y)=(17.2247,9.97498)
5089:(x,y)=(17.483,10.1961)
5090:(x,y)=(17.5443,10.5305)
5091:(x,y)=(17.4421,10.2062)
5092:(x,y)=(17.3116,9.89225)
5093:(x,y)=(17.221,10.2199)
5094:(x,y)=(16.9309,10.0426)
5095:(x,y)=(16.8844,10.3794)
5096:(x,y)=(16.8054,10.7101)
5097:(x,y)=(16.4765,10.7964)
5098:(x,y)=(16.463,10.4567)
5099:(x,y)=(16.1473,10.3304)
5100:(x,y)=(16.2234,9.999)
5101:(x,y)=(16.071,10.303)
5102:(x,y)=(16.4046,10.2372)
5103:(x,y)=(16.0961,10.38)
5104:(x,y)=(15.8437,10.6079)
5105:(x,y)=(15.9934,10.3026)
5106:(x,y)=(16.3333,10.2936)
5107:(x,y)=(16.665,10.3682)
5108:(x,y)=(16.6905,10.0292)
5109:(x,y)=(16.9035,9.76416)
5110:(x,y)=(17.2405,9.71916)
5111:(x,y)=(17.2631,10.0584)
5112:(x,y)=(17.3126,10.3948)
5113:(x,y)=(17.6478,10.4517)
5114:(x,y)=(17.9497,10.2953)
5115:(x,y)=(18.1938,10.532)
5116:(x,y)=(17.8905,10.6857)
5117:(x,y)=(17.8144,10.3543)
5118:(x,y)=(18.1242,10.4944)
5119:(x,y)=(17.9405,10.2083)
5120:(x,y)=(17.6012,10.1873)
5121:(x,y)=(17.9389,10.1482)
5122:(x,y)=(18.1892,9.91815)
5123:(x,y)=(18.5049,9.79188)
5124:(x,y)=(18.7108,10.0625)
5125:(x,y)=(18.4322,9.86751)
5126:(x,y)=(18.184,10.0998)
5127:(x,y)=(18.4343,9.86971)
5128:(x,y)=(18.1506,10.0572)
5129:(x,y)=(17.8473,10.2109)
5130:(x,y)=(17.9916,9.90297)
5131:(x,y)=(17.9214,9.5703)
5132:(x,y)=(17.8541,9.90358)
5133:(x,y)=(18.1907,9.85561)
5134:(x,y)=(18.0384,10.1596)
5135:(x,y)=(18.0938,10.495)
5136:(x,y)=(18.0863,10.1551)
5137:(x,y)=(17.7695,10.2786)
5138:(x,y)=(18.0767,10.133)
5139:(x,y)=(17.9007,9.84214)
5140:(x,y)=(18.2164,9.71586)
5141:(x,y)=(18.0776,10.0263)
5142:(x,y)=(18.0581,9.68682)
5143:(x,y)=(17.982,9.35544)
5144:(x,y)=(18.1317,9.05014)
5145:(x,y)=(18.4031,8.84546)
5146:(x,y)=(18.4763,9.1775)
5147:(x,y)=(18.1364,9.16847)
5148:(x,y)=(18.0662,8.8358)
5149:(x,y)=(17.8676,8.55985)
5150:(x,y)=(17.8033,8.22598)
5151:(x,y)=(18.0836,8.41846)
5152:(x,y)=(18.2596,8.12759)
5153:(x,y)=(17.9209,8.15763)
5154:(x,y)=(18.2126,8.33239)
5155:(x,y)=(18.4946,8.14241)
5156:(x,y)=(18.1726,8.03306)
5157:(x,y)=(18.1381,8.3713)
5158:(x,y)=(18.4698,8.44592)
5159:(x,y)=(18.5662,8.11988)
5160:(x,y)=(18.4386,8.435)
5161:(x,y)=(18.6698,8.68429)
5162:(x,y)=(19.0089,8.70835)
5163:(x,y)=(19.0494,9.04592)
5164:(x,y)=(18.7911,9.26702)
5165:(x,y)=(18.9748,9.55312)
5166:(x,y)=(18.8333,9.86228)
5167:(x,y)=(18.5892,10.0989)
5168:(x,y)=(18.9102,10.2111)
5169:(x,y)=(18.808,9.88686)
5170:(x,y)=(18.7675,10.2244)
5171:(x,y)=(18.9685,10.4986)
5172:(x,y)=(18.6723,10.3317)
5173:(x,y)=(18.422,10.1016)
5174:(x,y)=(18.5744,10.4055)
5175:(x,y)=(18.3161,10.6266)
5176:(x,y)=(17.9865,10.5432)
5177:(x,y)=(17.6845,10.3869)
5178:(x,y)=(17.4933,10.668)
5179:(x,y)=(17.4085,10.9972)
5180:(x,y)=(17.4609,10.6613)
5181:(x,y)=(17.3113,10.356)
5182:(x,y)=(16.9732,10.392)
5183:(x,y)=(16.7376,10.6372)
5184:(x,y)=(17.0774,10.6492)
5185:(x,y)=(17.3952,10.5285)
5186:(x,y)=(17.0743,10.6407)
5187:(x,y)=(16.9865,10.3123)
5188:(x,y)=(17.2088,10.0549)
5189:(x,y)=(17.5418,10.1237)
5190:(x,y)=(17.8319,9.94635)
5191:(x,y)=(18.1622,10.0268)
5192:(x,y)=(18.0018,9.72701)
5193:(x,y)=(17.8362,9.43009)
5194:(x,y)=(18.0397,9.1577)
5195:(x,y)=(18.2527,8.89269)
5196:(x,y)=(18.2842,8.55415)
5197:(x,y)=(18.0784,8.82473)
5198:(x,y)=(17.7555,8.93122)
5199:(x,y)=(18.0744,9.04908)
5200:(x,y)=(17.8084,9.26089)
5201:(x,y)=(17.5707,9.01783)
5202:(x,y)=(17.8148,9.2545)
5203:(x,y)=(18.0691,9.02887)
5204:(x,y)=(17.7569,9.16348)
5205:(x,y)=(17.436,9.27567)
5206:(x,y)=(17.4345,8.93567)
5207:(x,y)=(17.67,9.18083)
5208:(x,y)=(17.5018,9.47628)
5209:(x,y)=(17.2321,9.68335)
5210:(x,y)=(17.1185,9.36289)
5211:(x,y)=(17.4563,9.32387)
5212:(x,y)=(17.208,9.55617)
5213:(x,y)=(16.8891,9.67402)
5214:(x,y)=(16.7812,9.3516)
5215:(x,y)=(16.4418,9.33055)
5216:(x,y)=(16.7637,9.2212)
5217:(x,y)=(16.7833,8.88177)
5218:(x,y)=(16.4948,9.06166)
5219:(x,y)=(16.5854,9.38935)
5220:(x,y)=(16.8691,9.57683)
5221:(x,y)=(16.6982,9.28288)
5222:(x,y)=(17.0128,9.41196)
5223:(x,y)=(17.3029,9.23463)
5224:(x,y)=(17.5898,9.0522)
5225:(x,y)=(17.9255,8.99828)
5226:(x,y)=(17.5951,9.07874)
5227:(x,y)=(17.9108,8.95246)
5228:(x,y)=(18.1928,8.76248)
5229:(x,y)=(18.5321,8.74144)
5230:(x,y)=(18.4619,8.40877)
5231:(x,y)=(18.7222,8.18996)
5232:(x,y)=(18.5163,8.46054)
5233:(x,y)=(18.8331,8.58402)
5234:(x,y)=(19.0117,8.87333)
5235:(x,y)=(19.0907,9.20403)
5236:(x,y)=(19.2127,9.52135)
5237:(x,y)=(19.0685,9.21345)
5238:(x,y)=(19.4051,9.26144)
5239:(x,y)=(19.1411,9.04727)
5240:(x,y)=(18.9523,8.76447)
5241:(x,y)=(19.1964,9.00113)
5242:(x,y)=(19.0387,9.30235)
5243:(x,y)=(19.3577,9.42021)
5244:(x,y)=(19.6918,9.48303)
5245:(x,y)=(20.0318,9.48303)
5246:(x,y)=(19.708,9.3794)
5247:(x,y)=(19.8187,9.70085)
5248:(x,y)=(19.963,9.39295)
5249:(x,y)=(20.2308,9.1835)
5250:(x,y)=(20.0273,8.91111)
5251:(x,y)=(20.0678,9.24868)
5252:(x,y)=(20.3595,9.42345)
5253:(x,y)=(20.5064,9.73006)
5254:(x,y)=(20.532,9.39102)
5255:(x,y)=(20.7257,9.1116)
5256:(x,y)=(21.0008,8.91176)
5257:(x,y)=(20.9335,9.24504)
po 5258 krokach delikwent osiagnal polozenie:
:(x,y)=(21.0328,9.57021)
czyli
:(m,a)=(23.1078,0.427015)
